my_0,my_1,my_2,my_3,my_4,my_5,my_6,my_7,op_0,op_1,op_2,op_3,op_4,op_5,op_6,op_7,result,my_crowns,op_crowns,my_lev_avg,op_lev_avg,battle_time
26000003,26000005,26000006,26000012,26000013,26000049,28000001,28000005,26000004,26000015,26000042,26000050,26000051,26000074,28000000,28000017,1,1,0,26.875,23.25,20260329T142719.000Z
26000010,26000017,26000050,26000059,26000084,27000001,28000007,28000015,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,1,0,26.0,27.5,20260329T171915.000Z
26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,26000016,26000046,26000049,26000050,26000055,26000058,26000072,28000000,-1,0,2,26.125,23.25,20260329T170922.000Z
26000035,26000050,26000051,26000052,26000062,28000000,28000015,28000016,26000010,26000050,26000059,26000062,26000084,27000004,28000000,28000015,1,1,0,23.625,25.625,20260322T185325.000Z
26000031,26000050,26000053,26000058,26000062,26000097,27000000,28000000,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,25.875,27.125,20260328T215546.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000017,26000020,26000050,26000052,26000059,26000061,28000011,28000026,1,1,0,27.125,24.0,20260329T154424.000Z
26000000,26000019,26000032,26000058,26000062,27000004,28000011,28000012,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,1,1,0,24.5,26.25,20260329T092549.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,1,1,0,26.25,26.0,20260325T073020.000Z
26000000,26000001,26000010,26000030,27000006,27000008,28000000,28000011,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,-1,0,1,27.125,26.0,20260320T132159.000Z
26000018,26000021,26000031,26000038,26000049,27000010,28000003,28000011,26000010,26000031,26000095,26000099,27000000,27000013,28000009,28000011,-1,1,2,26.75,25.25,20260329T152512.000Z
26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,1,1,0,26.0,26.75,20260329T044517.000Z
26000020,26000036,26000050,26000052,26000074,27000010,28000000,28000015,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,24.5,27.0,20260329T152223.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,2,1,26.25,23.875,20260328T120359.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,-1,1,2,25.5,27.5,20260329T132549.000Z
26000031,26000050,26000053,26000058,26000062,26000097,27000000,28000000,26000000,26000006,26000015,26000034,26000037,28000005,28000012,28000015,1,2,1,25.875,24.25,20260328T225244.000Z
26000005,26000023,26000050,26000054,26000099,27000002,28000007,28000015,26000027,26000044,26000050,26000054,26000062,26000103,28000000,28000008,-1,0,1,23.875,23.625,20260329T145849.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,1,1,0,25.125,27.75,20260328T234726.000Z
26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,1,2,1,26.375,26.375,20260328T224810.000Z
26000017,26000020,26000027,26000035,26000036,26000083,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,24.375,26.0,20260329T023132.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000010,26000031,26000050,26000058,26000062,26000097,27000003,28000011,-1,0,1,25.75,24.75,20260328T175757.000Z
26000002,26000006,26000020,26000050,27000010,28000000,28000011,28000025,26000005,26000010,26000018,26000021,26000026,26000038,28000005,28000008,-1,0,3,24.25,26.625,20260329T123517.000Z
26000000,26000010,26000059,26000062,26000084,27000006,28000000,28000015,26000010,26000050,26000059,26000062,26000084,27000006,28000007,28000015,-1,1,2,26.875,25.5,20260326T235637.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000011,26000032,26000049,26000072,26000084,27000002,28000000,1,1,0,25.5,26.25,20260329T161854.000Z
26000017,26000020,26000027,26000035,26000036,26000052,28000000,28000015,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,1,0,25.125,27.5,20260328T083643.000Z
26000009,26000013,26000035,26000043,26000048,26000087,28000001,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,2,1,25.375,25.5,20260329T094825.000Z
26000002,26000047,26000050,26000053,26000058,26000062,26000097,28000000,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,25.875,25.625,20260329T145056.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000010,26000031,26000032,26000049,26000058,26000062,27000004,28000011,-1,0,1,27.5,25.125,20260329T032551.000Z
26000010,26000031,26000032,26000049,26000058,26000062,27000004,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,25.125,26.75,20260325T154429.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000010,26000013,26000031,27000000,27000013,28000003,28000017,1,1,0,25.5,28.125,20260329T154317.000Z
26000010,26000015,26000032,26000062,26000101,27000000,28000011,28000012,26000003,26000005,26000007,26000025,26000034,28000001,28000010,28000017,-1,0,1,24.125,25.875,20260329T093619.000Z
26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,1,1,0,27.75,25.625,20260328T222931.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,1,1,0,27.5,24.625,20260328T204432.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,1,1,0,24.5,24.5,20260328T233718.000Z
26000006,26000010,26000030,26000035,26000049,27000000,28000005,28000017,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,3,0,26.75,25.0,20260328T042017.000Z
26000027,26000042,26000050,26000054,26000062,26000103,28000000,28000016,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,-1,0,1,23.0,26.25,20260328T071950.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000020,26000032,26000049,26000062,27000001,28000000,28000015,1,1,0,25.5,25.25,20260329T123150.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,1,1,0,24.625,24.25,20260327T031330.000Z
26000002,26000024,26000061,26000077,26000084,26000087,28000000,28000002,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,24.875,25.5,20260329T005432.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,1,1,0,23.875,26.375,20260328T165441.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,-1,0,1,25.125,25.375,20260329T140534.000Z
26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,26000012,26000032,26000045,26000048,26000067,26000077,28000002,28000024,1,3,0,26.0,23.0,20260328T102636.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,26000050,26000059,26000062,26000084,26000102,27000001,28000000,28000015,-1,0,1,25.25,25.625,20260328T164325.000Z
26000000,26000010,26000030,27000001,27000010,28000009,28000010,28000015,26000024,26000027,26000044,26000050,26000061,27000012,28000000,28000015,1,1,0,26.25,24.625,20260329T080421.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,-1,0,1,25.625,25.125,20260325T204753.000Z
26000010,26000013,26000031,26000059,26000072,27000000,28000014,28000018,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,27.25,25.5,20260320T152603.000Z
26000015,26000034,26000039,26000074,26000085,27000012,28000007,28000012,26000004,26000036,26000042,26000057,26000074,28000000,28000008,28000015,-1,0,1,24.125,24.75,20260329T081442.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,27.125,25.5,20260329T145056.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000015,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,-1,0,1,25.875,23.125,20260329T130027.000Z
26000026,26000032,26000043,26000046,26000047,26000050,26000058,26000062,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,2,1,24.375,24.75,20260329T154835.000Z
26000010,26000015,26000032,26000062,26000101,27000000,28000012,28000015,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,1,0,24.5,25.125,20260325T040153.000Z
26000006,26000008,26000013,26000029,26000037,28000001,28000017,28000023,26000009,26000015,26000039,26000048,27000012,28000007,28000012,28000015,1,1,0,25.75,24.375,20260329T101518.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000027,26000031,26000059,26000062,27000000,28000000,28000011,1,2,1,25.5,25.875,20260329T162746.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000003,26000005,26000010,26000018,26000027,26000049,27000007,28000002,-1,1,3,26.0,27.0,20260329T162610.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,26.25,27.0,20260328T143015.000Z
26000005,26000010,26000018,26000021,26000026,26000038,28000005,28000008,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,26.625,25.625,20260329T101823.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000005,26000023,26000050,26000054,26000099,27000002,28000007,28000015,-1,0,1,26.25,23.875,20260329T085435.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,27.125,27.125,20260329T160127.000Z
26000010,26000020,26000021,26000062,26000084,27000000,28000011,28000014,26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,-1,0,1,25.875,27.125,20260329T055359.000Z
26000000,26000002,26000034,26000037,26000045,28000005,28000010,28000012,26000006,26000011,26000025,26000035,27000009,27000010,28000007,28000008,1,3,0,24.5,25.375,20260329T165956.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,25.625,25.625,20260329T080422.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.5,25.5,20260329T145854.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,1,1,0,27.125,23.125,20260329T153459.000Z
26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,26000004,26000015,26000036,26000042,26000074,28000000,28000008,28000015,1,1,0,26.125,24.375,20260329T170502.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000000,28000002,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,2,1,24.375,25.125,20260324T054017.000Z
26000000,26000010,26000031,26000095,27000000,27000013,28000009,28000017,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,27.5,25.5,20260329T013831.000Z
26000003,26000005,26000006,26000012,26000013,26000049,28000001,28000005,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000011,1,3,0,26.875,25.125,20260326T175148.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000010,26000020,26000021,26000062,26000084,27000000,28000011,28000014,1,1,0,25.5,25.875,20260325T072027.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000005,26000016,26000046,26000055,26000058,26000072,28000001,28000008,-1,0,1,27.125,24.5,20260329T154446.000Z
26000012,26000017,26000048,26000067,26000069,28000001,28000002,28000023,26000010,26000027,26000032,26000049,26000062,27000000,28000000,28000011,1,3,0,24.375,25.125,20260328T040428.000Z
26000000,26000015,26000034,26000085,27000012,28000007,28000012,28000015,26000027,26000046,26000053,26000056,26000058,26000062,28000011,28000018,1,1,0,25.0,24.75,20260328T041016.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000015,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,-1,0,1,25.875,26.25,20260328T110138.000Z
26000008,26000036,26000046,26000050,26000062,28000000,28000008,28000025,26000010,26000021,26000065,26000084,27000000,27000010,28000007,28000011,1,3,0,24.5,25.625,20260324T171511.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,1,1,0,26.0,26.0,20260329T114138.000Z
26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,-1,0,1,26.0,26.0,20260329T081132.000Z
26000000,26000006,26000032,26000049,26000055,28000001,28000008,28000025,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,3,0,25.375,25.625,20260329T042329.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,1,1,0,26.25,24.0,20260324T044459.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000000,28000015,26000003,26000005,26000007,26000025,26000034,28000001,28000010,28000017,1,1,0,26.25,25.875,20260329T092524.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,1,1,0,25.625,26.875,20260328T175617.000Z
26000000,26000010,26000023,26000087,27000000,28000009,28000010,28000015,26000004,26000006,26000011,26000012,26000017,26000042,28000000,28000008,1,1,0,25.625,26.375,20260324T232358.000Z
26000003,26000005,26000007,26000012,26000034,28000001,28000010,28000017,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,1,1,0,25.875,26.0,20260327T224022.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,-1,1,3,27.125,23.625,20260328T190341.000Z
26000000,26000012,26000017,26000020,26000021,28000000,28000011,28000012,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,25.375,26.0,20260328T222654.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000012,26000017,26000020,26000033,27000006,28000001,28000004,28000013,1,1,0,27.25,26.125,20260324T222235.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,1,0,24.5,23.875,20260328T023425.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000015,26000002,26000050,26000053,26000056,26000062,26000097,28000000,28000011,1,1,0,25.875,25.5,20260328T182124.000Z
26000009,26000013,26000018,26000035,26000039,26000048,28000001,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,2,1,25.875,25.5,20260329T155856.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,23.875,25.625,20260328T153425.000Z
26000012,26000017,26000048,26000067,26000069,28000001,28000002,28000023,26000028,26000036,26000038,26000050,26000062,27000000,27000007,28000015,1,1,0,24.375,25.375,20260329T135915.000Z
26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,-1,0,1,26.125,27.125,20260328T080444.000Z
