my_0,my_1,my_2,my_3,my_4,my_5,my_6,my_7,op_0,op_1,op_2,op_3,op_4,op_5,op_6,op_7,result,my_crowns,op_crowns,my_lev_avg,op_lev_avg,battle_time
26000034,26000037,26000074,26000085,27000001,28000007,28000012,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,23.375,25.5,20260329T142240.000Z
26000002,26000032,26000037,26000041,26000049,26000055,26000056,28000008,26000000,26000010,26000014,26000032,26000058,27000000,28000009,28000011,1,1,0,26.0,25.5,20260328T203415.000Z
26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,0,0,0,23.125,27.5,20260328T063510.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000000,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.25,25.625,20260329T055008.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,26000000,26000019,26000032,26000058,26000062,27000004,28000012,28000015,-1,0,1,27.125,24.875,20260329T152051.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000009,26000015,26000039,26000048,27000012,28000007,28000012,28000015,1,1,0,25.625,24.375,20260329T110705.000Z
26000003,26000010,26000039,26000044,26000050,26000084,27000008,28000000,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,1,2,26.0,25.5,20260326T083922.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,1,1,0,24.0,27.125,20260329T155354.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,-1,0,1,25.625,23.125,20260327T192518.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,-1,0,1,25.625,26.125,20260329T162938.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000025,26000031,26000062,27000006,27000013,28000009,28000017,1,1,0,25.5,26.125,20260329T000442.000Z
26000000,26000021,26000022,26000043,26000045,26000103,28000005,28000008,26000008,26000009,26000035,26000037,26000063,26000068,27000007,28000012,-1,2,3,26.75,25.5,20260328T142718.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,3,0,24.0,27.125,20260329T122603.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,1,1,0,25.625,26.25,20260327T211437.000Z
26000012,26000040,26000058,26000069,27000003,27000013,28000000,28000011,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,24.125,25.625,20260329T173425.000Z
26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,26000010,26000015,26000032,26000062,26000101,27000000,28000012,28000015,1,1,0,26.375,24.5,20260327T015929.000Z
26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,-1,1,2,23.625,26.875,20260329T141850.000Z
26000010,26000023,26000050,26000059,26000084,27000001,28000007,28000015,26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,-1,0,3,25.25,26.125,20260327T234204.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,25.5,25.5,20260327T093847.000Z
26000003,26000017,26000018,26000033,28000008,28000012,28000016,28000026,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,3,0,25.75,25.625,20260326T164824.000Z
26000002,26000026,26000030,26000065,27000000,28000003,28000004,28000011,26000020,26000036,26000050,26000052,26000074,26000083,28000000,28000015,1,1,0,24.875,23.75,20260322T200811.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,-1,0,1,25.5,26.375,20260328T192336.000Z
26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.5,25.5,20260325T225926.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,-1,0,1,27.125,26.0,20260327T223847.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000003,26000005,26000012,26000021,26000048,28000000,28000008,28000011,1,3,0,24.5,26.25,20260328T062957.000Z
26000010,26000011,26000032,26000049,26000072,26000084,27000002,28000000,26000010,26000015,26000032,26000062,26000101,27000000,28000012,28000015,1,1,0,26.25,24.5,20260326T170029.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,27.5,25.5,20260328T120256.000Z
26000000,26000015,26000034,26000085,27000001,28000007,28000012,28000015,26000015,26000029,26000032,26000039,26000069,27000009,28000001,28000025,1,1,0,24.75,23.625,20260328T214659.000Z
26000003,26000017,26000018,26000022,26000027,26000033,27000007,28000002,26000010,26000011,26000030,26000032,27000006,28000009,28000015,28000025,-1,0,1,25.75,25.5,20260329T163122.000Z
26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,26000025,26000040,26000058,26000065,26000084,27000003,28000004,28000011,1,1,0,26.5,24.375,20260329T170223.000Z
26000000,26000006,26000032,26000037,26000049,26000055,28000001,28000008,26000000,26000012,26000026,26000030,26000040,27000000,28000004,28000011,-1,0,1,25.375,25.5,20260329T124205.000Z
26000020,26000027,26000035,26000036,26000062,26000083,28000015,28000026,26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,1,2,1,23.25,23.625,20260329T070432.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,1,1,0,25.625,26.5,20260326T070806.000Z
26000000,26000031,26000032,26000049,26000058,26000062,27000004,28000011,26000010,26000027,26000036,26000050,26000103,28000000,28000002,28000025,1,1,0,25.125,24.0,20260329T070214.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,-1,1,2,26.0,26.375,20260326T003728.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000027,26000036,26000050,26000103,28000000,28000002,28000025,1,1,0,25.5,24.0,20260328T202854.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,26.25,27.125,20260329T053544.000Z
26000039,26000045,26000047,26000051,26000061,26000099,28000001,28000015,26000034,26000037,26000045,26000052,26000074,28000005,28000010,28000012,1,1,0,24.25,23.0,20260328T214614.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000050,26000059,26000084,27000001,27000010,28000007,28000015,1,1,0,25.5,26.0,20260328T153126.000Z
26000010,26000027,26000031,26000059,26000062,27000000,28000000,28000011,26000000,26000001,26000010,26000030,27000006,27000008,28000000,28000011,1,1,0,25.875,27.125,20260329T070649.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000011,26000025,26000034,26000039,27000006,28000001,28000005,28000010,-1,0,1,26.0,25.625,20260327T183351.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000020,26000027,26000036,26000042,26000050,26000062,28000001,28000015,-1,0,1,27.0,23.875,20260329T160449.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000000,26000006,26000032,26000049,26000055,28000001,28000008,28000025,1,2,1,27.0,25.375,20260329T110511.000Z
26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,27.125,25.625,20260329T163133.000Z
26000000,26000027,26000041,26000053,26000062,28000000,28000004,28000011,26000010,26000030,26000031,26000050,26000058,26000062,26000097,28000011,-1,0,1,25.5,25.125,20260328T132127.000Z
26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,26000006,26000015,26000034,26000035,26000037,26000074,28000005,28000012,-1,0,1,25.25,22.5,20260329T022915.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,26.0,27.0,20260329T144126.000Z
26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.375,25.5,20260329T144501.000Z
26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,26.125,28.0,20260327T151728.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,-1,0,1,25.5,27.5,20260326T185801.000Z
26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,-1,0,1,26.0,26.75,20260328T183413.000Z
26000011,26000030,26000031,26000058,26000062,26000102,27000000,28000004,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.5,25.625,20260326T201459.000Z
26000010,26000050,26000059,26000062,26000084,27000000,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,3,25.875,25.5,20260328T223858.000Z
26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,26000010,26000031,26000032,26000049,26000058,26000062,27000004,28000011,1,1,0,26.0,25.125,20260329T134816.000Z
26000005,26000010,26000018,26000021,26000026,26000038,28000005,28000008,26000012,26000017,26000041,26000042,26000055,26000077,28000004,28000011,1,1,0,26.625,23.25,20260328T092429.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000013,26000034,26000047,26000083,26000085,27000000,28000001,28000012,1,1,0,25.625,26.125,20260329T172300.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000003,26000016,26000019,26000027,26000041,26000049,28000002,28000008,1,3,0,26.75,26.875,20260329T134050.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,-1,0,1,26.0,23.875,20260328T143049.000Z
26000008,26000046,26000050,26000059,26000062,26000083,26000084,28000015,26000026,26000046,26000047,26000050,26000058,26000062,26000097,27000013,1,1,0,24.125,23.5,20260321T213122.000Z
26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,26000035,26000036,26000042,26000046,26000050,26000062,28000015,28000026,-1,0,1,26.875,22.5,20260329T070804.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000012,26000017,26000048,26000067,26000069,28000001,28000002,28000023,-1,1,2,24.5,24.375,20260328T234344.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,2,0,25.5,27.125,20260329T163536.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000002,26000024,26000061,26000077,26000084,26000087,28000000,28000002,-1,0,1,25.875,24.875,20260329T014859.000Z
26000010,26000031,26000058,26000065,27000000,27000013,28000000,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.25,25.5,20260328T230101.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000045,26000063,26000067,26000068,26000077,27000012,28000012,28000015,-1,0,1,25.5,24.5,20260329T084951.000Z
26000000,26000010,26000023,27000006,27000008,28000003,28000015,28000017,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,26.5,27.0,20260328T225004.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,1,1,0,26.25,26.25,20260329T072029.000Z
26000026,26000027,26000041,26000053,26000054,26000103,28000004,28000017,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,24.875,25.625,20260329T160129.000Z
26000047,26000050,26000053,26000058,26000062,26000097,27000012,28000001,26000018,26000027,26000033,26000042,26000060,28000002,28000008,28000016,-1,1,3,25.875,24.625,20260329T144401.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,24.625,25.625,20260327T222503.000Z
26000000,26000010,26000013,26000031,27000006,27000008,28000003,28000011,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,-1,0,3,27.125,26.25,20260329T143913.000Z
26000010,26000013,26000045,26000074,27000012,28000010,28000012,28000017,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,25.25,25.625,20260329T070510.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,25.25,27.125,20260327T125705.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,1,3,0,26.75,26.25,20260328T050354.000Z
26000010,26000050,26000059,26000062,26000084,27000000,28000000,28000015,26000008,26000029,26000032,26000057,26000087,27000009,28000008,28000024,-1,1,2,25.875,24.875,20260328T232944.000Z
26000000,26000006,26000032,26000037,26000049,26000055,28000001,28000008,26000006,26000032,26000049,26000061,26000099,27000000,28000017,28000018,-1,0,1,25.375,25.125,20260328T223322.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000007,26000010,26000011,26000030,27000001,28000009,28000010,28000015,1,1,0,27.5,25.625,20260328T063616.000Z
26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,3,0,27.125,27.125,20260328T052940.000Z
26000006,26000010,26000030,26000035,26000049,27000000,28000005,28000017,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.75,25.5,20260328T043426.000Z
26000000,26000010,26000026,26000095,27000000,28000003,28000004,28000011,26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,-1,0,1,25.875,25.25,20260323T165403.000Z
26000020,26000035,26000036,26000062,26000084,28000001,28000015,28000025,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,-1,0,1,24.5,24.0,20260329T012024.000Z
26000031,26000034,26000037,26000074,26000085,27000012,28000007,28000012,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,2,0,24.0,25.5,20260328T222146.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000002,26000009,26000015,26000035,26000048,26000049,28000000,28000003,1,1,0,23.875,25.25,20260328T115201.000Z
26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.125,25.5,20260329T154427.000Z
26000050,26000059,26000062,26000084,26000102,27000001,28000000,28000015,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,1,1,0,25.625,26.375,20260328T174150.000Z
26000010,26000024,26000061,26000077,26000084,26000087,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,24.875,26.0,20260329T063313.000Z
26000006,26000015,26000034,26000035,26000037,28000005,28000012,28000015,26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,-1,2,3,23.25,26.25,20260329T160735.000Z
26000010,26000050,26000059,26000062,26000084,27000006,28000007,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,25.5,27.125,20260329T054419.000Z
26000010,26000020,26000030,26000062,27000006,28000001,28000010,28000012,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,1,1,0,25.75,26.0,20260329T155844.000Z
26000019,26000032,26000041,26000049,26000054,26000099,27000002,28000000,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,-1,0,2,25.875,24.5,20260328T205242.000Z
26000009,26000035,26000045,26000054,26000063,26000068,28000006,28000012,26000003,26000016,26000027,26000039,26000042,28000000,28000008,28000011,1,2,1,24.0,25.0,20260329T131035.000Z
26000010,26000102,27000000,27000010,27000013,28000009,28000017,28000018,26000020,26000036,26000045,26000050,26000062,28000000,28000015,28000017,-1,0,1,27.5,24.625,20260328T152925.000Z
26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,26000047,26000052,26000057,26000059,26000084,27000012,28000001,28000015,-1,0,1,24.25,27.375,20260327T182826.000Z
26000011,26000030,26000031,26000058,26000062,26000102,27000000,28000004,26000015,26000018,26000063,26000067,26000068,27000007,28000006,28000012,-1,1,2,26.5,25.5,20260329T161953.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.25,25.625,20260329T021544.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000000,26000006,26000015,26000034,26000037,28000005,28000012,28000015,0,0,0,27.125,24.25,20260329T145143.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000034,26000039,26000085,27000012,28000007,28000012,28000015,-1,0,1,25.375,25.375,20260328T054051.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,1,3,0,25.625,27.75,20260327T075114.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,-1,0,1,27.125,26.0,20260329T140338.000Z
26000020,26000035,26000036,26000062,26000084,28000001,28000015,28000025,26000008,26000029,26000032,26000039,26000057,27000009,28000008,28000024,1,1,0,24.5,25.625,20260329T014944.000Z
26000000,26000021,26000022,26000043,26000045,26000103,28000005,28000008,26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,-1,0,1,26.25,25.25,20260328T235729.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,1,1,0,27.125,26.0,20260329T133042.000Z
26000000,26000010,26000014,26000030,27000000,28000009,28000010,28000015,26000009,26000012,26000032,26000037,26000048,26000069,28000008,28000024,1,2,0,26.375,22.875,20260329T000239.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,1,1,0,27.0,27.125,20260329T155621.000Z
26000017,26000020,26000036,26000046,26000050,26000083,28000001,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000018,1,3,0,24.25,26.25,20260328T204852.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,-1,0,3,26.0,27.125,20260329T021251.000Z
26000037,26000042,26000050,26000051,26000055,26000074,28000009,28000017,26000008,26000017,26000048,26000067,26000069,27000007,28000001,28000002,1,2,1,22.125,25.375,20260327T204217.000Z
26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000015,1,3,0,23.125,25.875,20260328T185555.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000007,26000009,26000015,26000018,26000068,27000007,28000015,28000026,1,1,0,25.5,25.125,20260329T093733.000Z
26000000,26000010,26000021,26000045,27000000,28000007,28000012,28000018,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.875,25.625,20260327T195205.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000010,26000020,26000021,26000062,26000084,27000006,28000000,28000015,-1,0,1,26.0,26.25,20260328T183656.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,3,25.625,25.5,20260329T015959.000Z
26000000,26000010,26000014,26000030,27000000,28000009,28000010,28000015,26000023,26000025,26000050,26000054,26000099,27000002,28000007,28000015,1,1,0,26.375,23.25,20260329T003633.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000027,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,25.5,26.0,20260328T234742.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,1,1,0,26.75,23.125,20260328T040122.000Z
26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,26000003,26000018,26000033,26000039,26000074,28000001,28000007,28000008,1,1,0,24.25,25.375,20260329T055337.000Z
26000009,26000017,26000018,26000042,26000048,26000054,28000001,28000008,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,-1,0,1,25.25,26.25,20260329T015257.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,-1,0,3,27.125,26.375,20260327T030106.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000000,26000012,26000022,26000026,26000032,26000058,27000003,28000011,-1,0,1,26.0,24.5,20260329T021244.000Z
26000050,26000059,26000062,26000084,26000102,27000001,28000000,28000015,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,1,0,25.625,27.5,20260329T025931.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,1,1,0,26.25,26.25,20260329T050619.000Z
26000010,26000026,26000041,26000065,27000000,28000003,28000004,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,24.875,25.5,20260327T131125.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000010,26000026,26000084,27000006,28000003,28000004,28000011,1,1,0,25.5,26.125,20260325T170629.000Z
26000002,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,25.5,27.0,20260327T053056.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,1,0,27.0,27.5,20260329T040110.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000002,26000031,26000040,26000050,26000058,26000097,27000000,28000011,1,1,0,25.625,25.875,20260329T120005.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000010,26000050,26000059,26000062,26000084,27000000,28000007,28000011,-1,0,1,24.5,25.125,20260329T022023.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000018,-1,0,1,26.25,26.25,20260329T135259.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000008,26000020,26000021,26000022,26000025,26000064,28000007,28000011,-1,0,1,25.5,25.875,20260329T172840.000Z
26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,26000000,26000010,26000013,26000031,27000000,27000013,28000003,28000017,1,1,0,26.5,28.125,20260329T152503.000Z
26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,26000010,26000031,26000032,26000049,26000058,26000062,27000004,28000011,-1,0,2,23.625,25.125,20260329T161036.000Z
26000010,26000030,26000050,26000058,26000062,26000097,27000000,28000011,26000009,26000015,26000018,26000027,26000035,26000039,28000012,28000026,1,1,0,25.125,24.375,20260329T171028.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,23.875,27.125,20260329T031638.000Z
26000002,26000034,26000037,26000074,26000085,27000000,28000007,28000012,26000009,26000012,26000032,26000037,26000048,26000069,28000008,28000024,1,3,0,24.25,22.875,20260325T193923.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000010,26000021,26000030,26000064,26000065,27000000,28000011,28000014,-1,0,1,27.25,27.25,20260329T064039.000Z
26000010,26000011,26000017,26000030,26000031,26000084,27000007,27000008,26000010,26000050,26000059,26000062,26000084,27000000,28000000,28000015,-1,0,1,27.625,25.875,20260329T013259.000Z
26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,26000000,26000010,26000030,27000001,27000010,28000009,28000010,28000015,-1,0,1,26.0,26.25,20260320T220808.000Z
26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,26000010,26000021,26000065,26000084,27000000,27000010,28000007,28000011,1,3,0,25.375,25.625,20260328T235422.000Z
26000006,26000008,26000029,26000037,26000039,27000009,28000000,28000008,26000006,26000008,26000013,26000029,26000037,28000001,28000017,28000023,1,1,0,25.625,25.75,20260329T100610.000Z
26000000,26000002,26000026,26000084,27000006,28000003,28000004,28000011,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,1,0,26.125,25.125,20260329T164228.000Z
26000009,26000037,26000039,26000048,26000055,26000069,28000000,28000001,26000046,26000050,26000051,26000055,26000062,28000000,28000008,28000025,1,3,0,23.625,22.75,20260329T110719.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,27.0,25.5,20260329T162230.000Z
26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,26000009,26000012,26000013,26000018,26000039,26000048,28000000,28000008,1,1,0,25.375,26.0,20260329T115318.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,-1,0,1,27.0,25.125,20260329T154052.000Z
26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,26000002,26000005,26000013,26000056,26000085,27000001,28000012,28000015,-1,0,3,23.625,26.875,20260328T131111.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000002,26000009,26000032,26000037,26000048,26000069,28000008,28000024,-1,1,3,27.0,23.5,20260327T233648.000Z
26000000,26000010,26000021,26000045,27000000,28000007,28000012,28000018,26000000,26000009,26000015,26000039,26000048,28000007,28000012,28000015,-1,0,1,26.875,24.625,20260327T184608.000Z
26000003,26000016,26000027,26000032,26000063,26000087,28000000,28000008,26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,-1,1,2,24.625,25.25,20260328T215412.000Z
26000026,26000027,26000053,26000054,26000074,28000000,28000004,28000017,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,-1,0,1,24.625,23.125,20260329T094634.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,25.125,25.625,20260329T074618.000Z
26000000,26000010,26000059,26000062,26000084,27000006,28000000,28000015,26000010,26000020,26000030,26000062,27000006,28000001,28000010,28000012,1,1,0,26.875,25.75,20260326T211922.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,26.25,27.125,20260329T031205.000Z
26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,26.0,26.0,20260329T024949.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000002,26000021,26000065,26000084,27000000,27000010,28000007,28000011,1,1,0,27.125,25.625,20260224T213858.000Z
26000003,26000012,26000018,26000027,26000033,26000083,28000008,28000026,26000020,26000036,26000050,26000052,26000074,26000083,28000000,28000015,1,1,0,24.625,23.75,20260327T075407.000Z
